"Name" "price" "lon" "lat"
"989" "24 Norman AveCazenovia Park, Buffalo, NY" "$80,000" -78.8080654 42.8552188
"990" "16 Oakdale PlBabcock, Buffalo, NY" "$54,178" NA NA
"991" "508 Glenwood AveKingsley, Buffalo, NY" "$63,970" -78.8463846 42.9125086
"992" "276 E Utica StMasten Park, Buffalo, NY" "$59,743" NA NA
"993" "88 Wellington RdNorth Park, Buffalo, NY" "$158,500" -78.8517515 42.9467505
"994" "41 Evanston PlSouth Park, Buffalo, NY" "$76,210" -78.8191626 42.8335228
"995" "35 Lockwood AveSouth Park, Buffalo, NY" "$90,568" -78.8309545 42.8440293
"996" "623 Hopkins StTifft, Buffalo, NY" "$92,327" -78.8319695 42.8544713
"997" "137 Weyand AveCazenovia Park, Buffalo, NY" "$53,676" -78.805854 42.8580243
"998" "168 Aldrich PlSouth Park, Buffalo, NY" "$77,795" -78.817543 42.8331329
"999" "52 Olcott AveAbbott McKinley, Buffalo, NY" "$69,492" NA NA
"1000" "163 Nicholson StUniversity, Buffalo, NY" "$128,898" -78.8370482 42.9570603
"1001" "118 Sattler AveSchiller Park, Buffalo, NY" "$37,395" -78.8062893 42.913097
"1002" "106 Eller AveSchiller Park, Buffalo, NY" "$36,900" -78.8237087 42.8987321
"1003" "94 Rosedale StRiverside Park, Buffalo, NY" "$59,800" -78.902948 42.961874
"1004" "81 Richfield AveAbbott McKinley, Buffalo, NY" "$81,384" -78.8205951 42.8459126
"1005" "125 Theodore StSchiller Park, Buffalo, NY" "$33,069" -78.8080606 42.9132765
"1006" "613 Montrose AveBuffalo, NY" "$112,800" -78.8284272 42.9701966
"1007" "255 McConkey DrBuffalo, NY" "$120,527" -78.863328 42.989713
"1008" "198 Roslyn StSchiller Park, Buffalo, NY" "$36,972" NA NA
"1009" "37 Tuxedo PlMilitary, Buffalo, NY" "$40,000" NA NA
"1010" "145 Hastings AveKensington, Buffalo, NY" "$40,258" -78.8081112 42.936383
"1011" "46 Sprenger AveSchiller Park, Buffalo, NY" "$21,470" NA NA
"1012" "26 Whitfield AveSouth Park, Buffalo, NY" "$70,275" NA NA
"1013" "169 Leslie StGenesee Moselle, Buffalo, NY" "$46,233" -78.8174924 42.9157527
"1014" "57 Leamington PlSeneca, Buffalo, NY" "$45,714" -78.8177244 42.863564
"1015" "408 Hewitt AveKensington, Buffalo, NY" "$58,813" NA NA
"1016" "484 Dartmouth AveKensington, Buffalo, NY" "$56,940" NA NA
"1017" "51 Quincy StLovejoy, Buffalo, NY" "$28,446" NA NA
"1018" "72 Albemarle StRiverside Park, Buffalo, NY" "$41,951" -78.8989311 42.962551
"1019" "674 Norfolk AveLaSalle, Buffalo, NY" "$52,326" NA NA
"1020" "110 Fisher StSchiller Park, Buffalo, NY" "$54,632" -78.8014081 42.9207492
"1021" "422 Davey StLovejoy, Buffalo, NY" "$63,416" -78.8038321 42.8963927
"1022" "614 E Delavan AveGrider, Buffalo, NY" "$47,615" -78.834191 42.922092
"1023" "20 Persia StSchiller Park, Buffalo, NY" "$43,048" NA NA
"1024" "48 Colfax AveLeroy, Buffalo, NY" "$51,661" NA NA
"1025" "74 Davidson AveKensington, Buffalo, NY" "$54,670" NA NA
"1026" "418 Shirley AveKensington, Buffalo, NY" "$47,350" -78.809196 42.94437
"1027" "19 Phyllis AveKensington, Buffalo, NY" "$52,127" NA NA
"1028" "5482 Village Station CirBuffalo, NY" "$217,500" -78.6941297 42.9951776
"1029" "28 Deer StMilitary, Buffalo, NY" "$56,606" -78.893536 42.9464169
"1030" "172 Wendel AveKenilworth, Buffalo, NY" "$118,865" -78.8303696 42.9630197
"1031" "15 Whitehall AveSouth Park, Buffalo, NY" "$96,977" -78.8143563 42.8352821
"1032" "82 Oconnor AveTifft, Buffalo, NY" "$72,426" -78.8363731 42.8563359
"1033" "132 Dunlop AveLaSalle, Buffalo, NY" "$55,576" NA NA
"1034" "355 Dartmouth AveKensington, Buffalo, NY" "$56,356" -78.8114944 42.9432496
"1035" "474 S Ogden StKaisertown, Buffalo, NY" "$59,320" -78.802218 42.8740791
"1036" "81 Whitehall AveSouth Abbott, Buffalo, NY" "$62,220" -78.8118669 42.8352319
"1037" "82 John Paul CtBabcock, Buffalo, NY" "$66,921" NA NA
"1038" "169 Northland AveCold Springs, Buffalo, NY" "$50,809" -78.853764 42.919057
"1039" "121 Davey StLovejoy, Buffalo, NY" "$44,995" -78.8034967 42.8880762
"1040" "405 Lasalle AveLaSalle, Buffalo, NY" "$35,236" -78.8153207 42.9448919
"1041" "51 Saint Florian StMilitary, Buffalo, NY" "$72,043" -78.8856387 42.9455791
"1042" "36 Schreck AveKenfield, Buffalo, NY" "$63,300" -78.8165395 42.9256114
"1043" "354 Roesch AveRiverside Park, Buffalo, NY" "$68,380" NA NA
"1044" "109 Fisher StSchiller Park, Buffalo, NY" "$63,133" -78.8009465 42.9208286
"1045" "52 Wick StEmerson, Buffalo, NY" "$64,429" NA NA
"1046" "34 Meriden StAbbott McKinley, Buffalo, NY" "$100,173" NA NA
"1047" "68 Hammerschmidt AveSeneca, Buffalo, NY" "$75,443" -78.8170729 42.858871
"1048" "94 Avondale PlSeneca, Buffalo, NY" "$78,423" NA NA
"1049" "241 Bedford AvePark Meadow, Buffalo, NY" "$195,030" -78.8739848 42.9398436
"1050" "214 Dearborn StBlack Rock, Buffalo, NY" "$68,635" -78.9016801 42.9350524
"1051" "58 Fay StEmerson, Buffalo, NY" "$50,000" NA NA
"1052" "261 Dartmouth AveLaSalle, Buffalo, NY" "$64,863" -78.8144496 42.9432406
"1053" "99 Roesch AveRiverside Park, Buffalo, NY" "$67,533" NA NA
"1054" "120 Central AveLovejoy, Buffalo, NY" "$72,120" -78.8156019 42.8881806
"1055" "112 Dunlop AveLaSalle, Buffalo, NY" "$60,112" NA NA
"1056" "199 Chadduck AveRiverside Park, Buffalo, NY" "$68,446" -78.9055777 42.956159
"1057" "564 Fargo AveFront Park, Buffalo, NY" "$99,900" -78.898003 42.910737
"1058" "354 Riverside AveRiverside Park, Buffalo, NY" "$67,687" -78.8974928 42.9510208
"1059" "163 Gorton StBlack Rock, Buffalo, NY" "Contact For Estimate" NA NA
"1060" "26 N Park AveNorth Park, Buffalo, NY" "$207,417" -78.8561684 42.9453251
"1061" "432 Lisbon AveKensington, Buffalo, NY" "$67,040" NA NA
"1062" "102 Briscoe AveSchiller Park, Buffalo, NY" "$50,414" NA NA
"1063" "336 Cable StKaisertown, Buffalo, NY" "$19,900" NA NA
"1064" "34 Hennepin StLovejoy, Buffalo, NY" "$74,013" -78.8128119 42.8881949
"1065" "537 Lasalle AveKensington, Buffalo, NY" "$67,293" NA NA
"1066" "248 Trenton AveLakeview, Buffalo, NY" "$16,000" NA NA
"1067" "1818 Kensington AveBuffalo, NY" "$67,372" -78.790304 42.947794
"1068" "30 Jewett PkwyParkside, Buffalo, NY" "$247,664" NA NA
"1069" "4708 E Highland PkwyBuffalo, NY" "$151,273" -78.8062403 42.7800693
"1070" "47 Floss AveSchiller Park, Buffalo, NY" "$49,900" NA NA
"1071" "124 Auburn AveGrant Ferry, Buffalo, NY" "$74,900" NA NA
"1072" "210 Huntington AveStarin Central, Buffalo, NY" "$229,620" -78.8401318 42.9460339
"1073" "299 Fenton StKaisertown, Buffalo, NY" "$77,100" -78.8047209 42.8707192
"1074" "112 Spann StKaisertown, Buffalo, NY" "$98,900" -78.8117123 42.8708568
"1075" "84 Alexander PlCold Springs, Buffalo, NY" "$158,112" NA NA
"1076" "3370 S Park AveBuffalo, NY" "$395,000" NA NA
"1077" "7189 Reserve RdBuffalo, NY" "$219,900" NA NA
"1078" "53 Littlefield AveSchiller Park, Buffalo, NY" "$89,900" -78.7995408 42.9083157
"1079" "482 Lisbon AveKensington, Buffalo, NY" "$70,358" NA NA
"1080" "14 Grattan StBuffalo, NY" "Contact For Estimate" NA NA
"1081" "5160 Roseview AveBuffalo, NY" "Contact For Estimate" -78.7914502 42.7845691
"1082" "37 Glencove RdKenmore NE, Buffalo, NY" "$189,665" -78.8706974 42.9798111
"1083" "84 Humason AveSchiller Park, Buffalo, NY" "$65,048" -78.799839 42.9160273
"1084" "90 Morris CresBuffalo, NY" "$330,823" -78.73262 42.8613969
"1085" "925 Delaware Ave #4Bryant, Buffalo, NY" "$599,000" -78.8704899 42.9092677
"1086" "228 Ora Wrighter DrWillert Park, Buffalo, NY" "$109,900" -78.8655579 42.8823269
"1087" "68 Polish PlSeneca, Buffalo, NY" "$111,866" -78.8015095 42.8632077
"1088" "21 Junior AveCazenovia Park, Buffalo, NY" "$128,163" -78.801459 42.852994
"1089" "81 Rogers AveSchiller Park, Buffalo, NY" "$77,052" -78.8037662 42.9187931
"1090" "246 Highgate AveLaSalle, Buffalo, NY" "$94,340" -78.8186649 42.9484189
"1091" "520 Madison StJohnson, Buffalo, NY" "$84,790" -78.8531628 42.894619
"1092" "4649 Seneca StBuffalo, NY" "$187,225" -78.731751 42.830301
"1093" "49 Seminole PkwySeneca, Buffalo, NY" "$98,290" -78.8118555 42.8593969
"1094" "473 Division StWillert Park, Buffalo, NY" "$136,711" NA NA
"1095" "20 Haller AveBuffalo, NY" "$99,520" NA NA
"1096" "118 Harbridge MnrBuffalo, NY" "$899,900" -78.7189349 42.9724075
"1097" "324 Highgate AveLaSalle, Buffalo, NY" "$114,014" -78.815702 42.9482654
"1098" "59 Cleveland DrBuffalo, NY" "$115,167" -78.796948 42.943375
"1099" "94 Ontario StRiverside Park, Buffalo, NY" "$88,961" -78.9058017 42.947867
"1100" "174 Butler AveHamlin Park, Buffalo, NY" "$99,435" -78.845574 42.9163848
"1101" "95 Huetter AveOld Town, Buffalo, NY" "$118,584" -78.9099525 42.9588918
"1102" "978 Walden AveSchiller Park, Buffalo, NY" "$75,991" -78.8000815 42.9069071
"1103" "411 Doat StSchiller Park, Buffalo, NY" "$72,191" NA NA
"1104" "134 Winspear AveLaSalle, Buffalo, NY" "$70,107" -78.8215087 42.949157
"1105" "61 Texas StSchiller Park, Buffalo, NY" "$111,496" -78.810321 42.9182665
"1106" "4571 Gentwood DrBuffalo, NY" "$549,900" NA NA
"1107" "31 Kane StWillert Park, Buffalo, NY" "$85,461" NA NA
"1108" "151 Rounds AveKensington, Buffalo, NY" "$91,940" -78.8078789 42.9471869
"1109" "102 Ontario StRiverside Park, Buffalo, NY" "$93,468" -78.9055653 42.9481692
"1110" "15 Barthel StGenesee Moselle, Buffalo, NY" "$85,000" NA NA
"1111" "34 Eggert RdBuffalo, NY" "$73,435" -78.798964 42.92378
"1112" "342 Cable StKaisertown, Buffalo, NY" "$98,793" NA NA
"1113" "477 Amherst StBlack Rock, Buffalo, NY" "$74,362" NA NA
"1114" "116 Goethe StLovejoy, Buffalo, NY" "$108,862" -78.8003559 42.888379
"1115" "164 Edson StBuffalo, NY" "$135,799" -78.798437 42.852687
"1116" "1275 Walden AveBuffalo, NY" "$61,913" -78.788869 42.9071
"1117" "12 Leonard Post DrBuffalo, NY" "$69,927" NA NA
"1118" "159 Goulding AveHamlin Park, Buffalo, NY" "$101,191" -78.8462514 42.9152518
"1119" "455 Zimmerman BlvdBuffalo, NY" "$196,019" -78.8558198 42.9846633
"1120" "65 Beckford CtBuffalo, NY" "$599,900" -78.719392 42.968987
"1121" "258 Cambridge AveGenesee Moselle, Buffalo, NY" "$97,142" -78.8228786 42.9216947
"1122" "281 Roslyn StSchiller Park, Buffalo, NY" "$71,225" -78.8094329 42.922227
"1123" "126 Harriet AveKenfield, Buffalo, NY" "$88,619" NA NA
"1124" "199 Phyllis AveKensington, Buffalo, NY" "$104,378" NA NA
"1125" "268 Cass AveBuffalo, NY" "$80,053" -78.781721 42.883781
"1126" "44 Altruria StSouth Park, Buffalo, NY" "$129,906" -78.8306972 42.8435874
"1127" "257 Vermont StFront Park, Buffalo, NY" "$179,700" -78.889019 42.907236
"1128" "360 Southwood DrBuffalo, NY" "$171,211" -78.8568485 42.985909
"1129" "464 Dartmouth AveKensington, Buffalo, NY" "Contact For Estimate" -78.8074102 42.9436291
"1130" "269 Parkside AveParkside, Buffalo, NY" "Contact For Estimate" NA NA
"1131" "360 Dearborn StBlack Rock, Buffalo, NY" "Contact For Estimate" -78.9035982 42.9387993
"1132" "180 Massachusetts AveFront Park, Buffalo, NY" "Contact For Estimate" -78.8944049 42.9096947
"1133" "16 Inwood PlAlbright, Buffalo, NY" "Contact For Estimate" -78.8709142 42.9253991
"1134" "135 Phyllis AveKensington, Buffalo, NY" "Contact For Estimate" -78.8084828 42.935637
"1135" "320 Niagara Falls BlvdKenilworth, Buffalo, NY" "Contact For Estimate" -78.8239649 42.9628367
"1136" "98 Cable StBuffalo, NY" "Contact For Estimate" -78.8070899 42.8675899
"1137" "264 Skillen StRiverside Park, Buffalo, NY" "Contact For Estimate" -78.8970854 42.9600356
"1138" "38 Bridgeman StBlack Rock, Buffalo, NY" "Contact For Estimate" -78.8834932 42.9417301
"1139" "2243 William StBuffalo, NY" "Contact For Estimate" -78.788177 42.8841729
"1140" "66 Chester StMasten Park, Buffalo, NY" "Contact For Estimate" -78.8587201 42.9143177
"1141" "70 Ridge Park AveBuffalo, NY" "Contact For Estimate" -78.7898109 42.9093826
"1142" "540 Willett StKaisertown, Buffalo, NY" "Contact For Estimate" -78.8031839 42.8768784
"1143" "60 Crossman AveSchiller Park, Buffalo, NY" "Contact For Estimate" -78.80294 42.915322
"1144" "19 Palos PlLeroy, Buffalo, NY" "Contact For Estimate" -78.8252565 42.9322883
"1145" "25 Ritt AveMilitary, Buffalo, NY" "Contact For Estimate" NA NA
"1146" "337 Norwalk AveNorth Park, Buffalo, NY" "$149,900" -78.8540051 42.9539064
"1147" "353 Dushane DrBuffalo, NY" "Contact For Estimate" NA NA
"1148" "51 Bogardus StLovejoy, Buffalo, NY" "Contact For Estimate" -78.8121183 42.8886565
"1149" "446 Woodland DrBuffalo, NY" "Contact For Estimate" NA NA
"1150" "112 Camden AveNorth Delaware, Buffalo, NY" "Contact For Estimate" -78.8731552 42.9509395
"1151" "241 Wyoming AveGenesee Moselle, Buffalo, NY" "Contact For Estimate" -78.8235003 42.921195
"1152" "159 Cantwell DrSouth Park, Buffalo, NY" "Contact For Estimate" -78.817864 42.83525
"1153" "37 Choate AveSouth Park, Buffalo, NY" "Contact For Estimate" -78.8222455 42.8442923
"1154" "384 Northland AveHamlin Park, Buffalo, NY" "Contact For Estimate" -78.8457475 42.919397
"1155" "1148 Bailey AveLovejoy, Buffalo, NY" "Contact For Estimate" NA NA
"1156" "168 Stevenson StCazenovia Park, Buffalo, NY" "Contact For Estimate" NA NA
"1157" "62 Carlyle AveSouth Abbott, Buffalo, NY" "Contact For Estimate" NA NA
"1158" "121 Texas StSchiller Park, Buffalo, NY" "Contact For Estimate" -78.8104 42.9198938
"1159" "66 Reiman StLovejoy, Buffalo, NY" "Contact For Estimate" -78.8069338 42.8952175
"1160" "883 Tifft StTriangle, Buffalo, NY" "Contact For Estimate" -78.8266085 42.8467234
"1161" "227 Potomac AveForest, Buffalo, NY" "Contact For Estimate" NA NA
"1162" "23 Guilford StBroadway - Fillmore, Buffalo, NY" "Contact For Estimate" -78.8431816 42.8928017
"1163" "41 Tillotson PlKenilworth, Buffalo, NY" "Contact For Estimate" NA NA
"1164" "168 Minnesota AveLaSalle, Buffalo, NY" "Contact For Estimate" -78.8232206 42.947048
"1165" "345 Connecticut StFront Park, Buffalo, NY" "Contact For Estimate" NA NA
"1166" "32 Brunswick BlvdHamlin Park, Buffalo, NY" "Contact For Estimate" -78.852655 42.917271
"1167" "76 Garvey AveTriangle, Buffalo, NY" "Contact For Estimate" NA NA
"1168" "478 Southside PkwySeneca, Buffalo, NY" "Contact For Estimate" -78.8208125 42.8616389
"1169" "115 Newburgh AveSchiller Park, Buffalo, NY" "Contact For Estimate" NA NA
"1170" "34 Coronada StTriangle, Buffalo, NY" "Contact For Estimate" NA NA
"1171" "89 Stanley StLovejoy, Buffalo, NY" "Contact For Estimate" NA NA
"1172" "246 W Delavan AveForest, Buffalo, NY" "Contact For Estimate" -78.8903964 42.9222383
"1173" "163 Kilhoffer StGenesee Moselle, Buffalo, NY" "Contact For Estimate" -78.8165231 42.9160052
"1174" "120 Pries AveTriangle, Buffalo, NY" "Contact For Estimate" NA NA
"1175" "310 Weimar StKaisertown, Buffalo, NY" "Contact For Estimate" -78.8078959 42.8731967
"1176" "301 Grandview AveKenilworth, Buffalo, NY" "Contact For Estimate" -78.8243574 42.9666405
"1177" "137 Midland AveKenilworth, Buffalo, NY" "Contact For Estimate" NA NA
"1178" "72 Paige AveKenilworth, Buffalo, NY" "Contact For Estimate" NA NA
"1179" "119 Hastings AveKensington, Buffalo, NY" "Contact For Estimate" NA NA
"1180" "45 Mann StBuffalo, NY" "Contact For Estimate" -78.7882992 42.8857852
"1181" "75 Sterling AveNorth Park, Buffalo, NY" "Contact For Estimate" -78.8527251 42.9466979
"1182" "297 Pratt StWillert Park, Buffalo, NY" "Contact For Estimate" NA NA
"1183" "1213 Tonawanda StOld Town, Buffalo, NY" "Contact For Estimate" NA NA
"1184" "377 Hastings AveKensington, Buffalo, NY" "Contact For Estimate" -78.7994028 42.9363765
"1185" "39 Copsewood AveLaSalle, Buffalo, NY" "Contact For Estimate" -78.8159117 42.9359705
"1186" "1637 Clinton StKaisertown, Buffalo, NY" "Contact For Estimate" NA NA
"1187" "71 Crestwood AveNorth Park, Buffalo, NY" "Contact For Estimate" -78.8602789 42.9466158
"1188" "29 Iroquois AveBuffalo, NY" "Contact For Estimate" NA NA
"1189" "71 Poplar AveSchiller Park, Buffalo, NY" "Contact For Estimate" NA NA
"1190" "208 Hewitt AveLaSalle, Buffalo, NY" "Contact For Estimate" -78.8164604 42.9426738
"1191" "349 Martha AveKensington, Buffalo, NY" "Contact For Estimate" -78.8005234 42.9342376
"1192" "868 Delaware RdBuffalo, NY" "Contact For Estimate" -78.8712709 42.985048
"1193" "84 Hagen StSchiller Park, Buffalo, NY" "Contact For Estimate" NA NA
"1194" "70 Edgewood AveKenilworth, Buffalo, NY" "Contact For Estimate" -78.835338 42.9617823
"1195" "47 Reo AveBuffalo, NY" "Contact For Estimate" -78.7880836 42.9088481
"1196" "590 Moselle StGrider, Buffalo, NY" "Contact For Estimate" -78.8246583 42.9197233
"1197" "495 Hewitt AveKensington, Buffalo, NY" "Contact For Estimate" -78.8062389 42.9424799
"1198" "27 Garner AveForest, Buffalo, NY" "Contact For Estimate" NA NA
"1199" "100 Dewitt StGrant Ferry, Buffalo, NY" "Contact For Estimate" -78.8956841 42.9196239
"1200" "118 Kelburn StKaisertown, Buffalo, NY" "Contact For Estimate" -78.8151679 42.8709235
"1201" "82 Mineral Springs RdSeneca, Buffalo, NY" "Contact For Estimate" -78.8104175 42.859376
"1202" "46 Riverside AveRiverside Park, Buffalo, NY" "Contact For Estimate" -78.9073172 42.9520915
"1203" "532 Saint Lawrence AveNorth Park, Buffalo, NY" "Contact For Estimate" -78.849539 42.9562219
"1204" "24 Stanton StEmslie, Buffalo, NY" "$46,000" -78.8462693 42.8840347
"1205" "192 May StGenesee Moselle, Buffalo, NY" "Contact For Estimate" -78.8415764 42.936949
"1206" "295 Riverside AveRiverside Park, Buffalo, NY" "Contact For Estimate" -78.899552 42.951586
"1207" "48 Boyd StGrant Ferry, Buffalo, NY" "Contact For Estimate" -78.8888394 42.9176665
"1208" "3683 Harrison AveBuffalo, NY" "Contact For Estimate" NA NA
"1209" "118 Davey StLovejoy, Buffalo, NY" "Contact For Estimate" -78.8040301 42.8879997
"1210" "158 Huntington AveStarin Central, Buffalo, NY" "Contact For Estimate" NA NA
"1211" "153 Normal AveFront Park, Buffalo, NY" "Contact For Estimate" -78.8865605 42.9047407
"1212" "38 Center StBuffalo, NY" "Contact For Estimate" -78.831859 42.82482
"1213" "81 Crossman AveSchiller Park, Buffalo, NY" "Contact For Estimate" -78.8023932 42.9159316
"1214" "468 Dartmouth AveKensington, Buffalo, NY" "Contact For Estimate" -78.8072956 42.943632
"1215" "80 Center StBuffalo, NY" "Contact For Estimate" -78.83188 42.8236459
"1216" "126 Steelawanna AveBuffalo, NY" "Contact For Estimate" -78.8460482 42.8238665
"1217" "33 Center StBuffalo, NY" "Contact For Estimate" NA NA
"1218" "126 Humber AveGrider, Buffalo, NY" "Contact For Estimate" NA NA
"1219" "20 Amber StTriangle, Buffalo, NY" "$61,557" -78.8315389 42.8452271
"1220" "63 Clay StBlack Rock, Buffalo, NY" "$72,000" -78.893429 42.939516
"1221" "3 Cottage PlBuffalo, NY" "Contact For Estimate" -78.831348 42.815626
"1222" "155 Liston StKenmore NE, Buffalo, NY" "Contact For Estimate" NA NA
"1223" "619 Minnesota AveKensington, Buffalo, NY" "Contact For Estimate" NA NA
"1224" "142 W Delavan AveForest, Buffalo, NY" "$19,500" NA NA
"1225" "51 Eagan DrBuffalo, NY" "$12,000" NA NA
"1226" "656 Norfolk AveLaSalle, Buffalo, NY" "$9,500" -78.81987 42.932893
"1227" "660 Norfolk AveLaSalle, Buffalo, NY" "$9,500" -78.81987 42.932978
"1228" "810 William StBroadway - Fillmore, Buffalo, NY" "$9,900" NA NA
"1229" "170 Carlton StMedical Park, Buffalo, NY" "$39,900" -78.862886 42.8987
"1230" "1312 Clinton StBabcock, Buffalo, NY" "$9,999" NA NA
"1231" "143 Gelston StGrant Ferry, Buffalo, NY" "$13,499" -78.89752 42.919313
"1232" "190 James StBabcock, Buffalo, NY" "$25,131" NA NA
"1233" "202 W Ferry StGrant Ferry, Buffalo, NY" "$7,500" -78.894297 42.915415
"1234" "840 Wilson St WBuffalo, NY" "$24,500" -78.8400619 42.9019558
"1235" "259 Mineral Springs RdCazenovia Park, Buffalo, NY" "$59,000" -78.802983 42.860109
"1236" "62 Pries AveTriangle, Buffalo, NY" "$34,120" NA NA
"1237" "436 Woodlawn AveKingsley, Buffalo, NY" "$6,000" NA NA
"1238" "619 Hopkins StTifft, Buffalo, NY" "$92,327" NA NA
"1239" "173 Emporium AveBuffalo, NY" "$9,900" -78.790508 42.859411
"1240" "416 Davey StLovejoy, Buffalo, NY" "$63,416" -78.803951 42.896288
"1241" "419 Dearborn StBlack Rock, Buffalo, NY" "$55,300" -78.9039405 42.9405295
"1242" "111 Grape StMedical Park, Buffalo, NY" "$32,264" -78.8496503 42.8940009
"1243" " V L Broadway StBuffalo, NY" "$89,000" -78.801042 42.8985429
"1244" "147 E Utica StMasten Park, Buffalo, NY" "$40,590" NA NA
"1245" " Main St Main and CampbellBuffalo, NY" "$195,000" -78.817505 42.954412
"1246" "VL McKinley PkwyBuffalo, NY" "$36,500" NA NA
"1247" "5384 Berg RdBuffalo, NY" "$34,900" -78.786137 42.805668
"1248" "344 Katherine StBuffalo, NY" "$395,000" -78.7529885 42.9829932
"1249" "165 Richmond AveBryant, Buffalo, NY" "$848,147" NA NA
"1250" "58 Hertel AveBlack Rock, Buffalo, NY" "$255,000" -78.904576 42.941565
"1251" "128 Harriet AveKenfield, Buffalo, NY" "$88,619" -78.803707 42.926345
"1252" "123 Argus StRiverside Park, Buffalo, NY" "$61,450" -78.9043113 42.9611679
"1253" "57 Argus StRiverside Park, Buffalo, NY" "$115,206" -78.9025544 42.9598985
"1254" "63 Red Jacket PkwyAbbott McKinley, Buffalo, NY" "$55,911" -78.8118289 42.8450875
"1255" "49 Enola AveKenmore, Kenmore, NY" "$139,900" -78.869208 42.972215
"1256" "630 Youngs RdAmherst, NY" "$129,900" -78.725681 42.9790459
"1257" "357 Bernhardt DrAmherst, NY" "$169,900" -78.782062 42.952863
"1258" "46 S Warren AveWest Seneca, NY" "$99,900" -78.7505123 42.8354225
"1259" "63 Chapel AveCheektowaga, NY" "$79,900" -78.751665 42.924771
"1260" "85 Unionvale Rd #14225Cheektowaga, NY" "$151,500" NA NA
"1261" "3674 Fuller AveBlasdell, NY" "$123,900" -78.8208131 42.7847315
"1262" "94 Dirkson AveWest Seneca, NY" "$14,900" -78.7903 42.846103
"1263" "16 Harmony LnCheektowaga, NY" "$49,956" NA NA
"1264" "6 Rolling Woods LnWest Seneca, NY" "$349,900" -78.7513698 42.8198746
"1265" "21 Marseille AveWest Seneca, NY" "$60,000" NA NA
"1266" "58 Marseille AveWest Seneca, NY" "$45,900" -78.7614089 42.871285
"1267" "91 Enola AveKenmore, Kenmore, NY" "$169,000" -78.867733 42.972218
"1268" "122 Burgundy CirWest Seneca, NY" "$49,900" -78.7614089 42.871285
"1269" "101 Pheasant Run RdAmherst, NY" "$179,900" NA NA
"1270" "2296 Union Rd #34Cheektowaga, NY" "$12,000" NA NA
"1271" "35 Bellwood AveWest Seneca, NY" "$94,900" -78.788121 42.843396
"1272" "40 Melody LnCheektowaga, NY" "$22,000" -78.7061066 42.9328588
"1273" "58 Lorraine PlWest Seneca, NY" "$42,000" -78.761424 42.8712779
"1274" "200 Westminster RdWest Seneca, NY" "$189,000" NA NA
"1275" "277 Hirschfield DrWilliamsville, NY" "$209,900" -78.732989 42.957111
"1276" "186 Millhurst RdLackawanna, NY" "$134,900" -78.796518 42.826434
"1277" "60 Henry StCheektowaga, NY" "$79,900" -78.77455 42.8828
"1278" "1140 Campbell BlvdAmherst, NY" "$32,162" NA NA
"1279" "129 Carefree LnCheektowaga, NY" "$52,000" -78.7565248 42.8800928
"1280" "37 Allegany AveKenmore, Kenmore, NY" "$119,800" NA NA
"1281" "291 W Klein RdWilliamsville, NY" "$137,500" NA NA
"1282" "47 Avery PlCheektowaga, NY" "$84,438" -78.7979299 42.917403
"1283" "69 Woodbine AveWest Seneca, NY" "$60,000" -78.7523226 42.8591219
"1284" "821 N Forest RdAmherst, NY" "$470,000" NA NA
"1285" "144 Margaret RdAmherst, NY" "$138,650" NA NA
"1286" "3381 McKinley PkwyBlasdell, NY" "$147,000" -78.810608 42.793195
"1287" "102 Emerson DrAmherst, NY" "$128,900" -78.815402 42.9751959
"1288" "48 Alpine PlCheektowaga, NY" "$69,900" -78.798321 42.9169989
"1289" "235 Viscount DrWilliamsville, NY" "$368,000" NA NA
"1290" "270 Reist StWilliamsville, NY" "$234,900" -78.7535807 42.9684703
"1291" "304 Joe McCarthy Dr #2Amherst, NY" "$99,900" -78.8205386 43.0163948
"1292" "72 Girard AveCheektowaga, NY" "$114,900" NA NA
"1293" "240 N Forest RdWilliamsville, NY" "$199,900" -78.75959 42.9669013
"1294" "89 Sundown TrlAmherst, NY" "$199,999" -78.7534433 42.9993012
"1295" "60 E Summerset LnAmherst, NY" "$199,000" -78.819511 43.044024
"1296" "1001 Reserve Rd #8West Seneca, NY" "$65,000" NA NA
"1297" "4128 Oakwood DrWilliamsville, NY" "$174,900" NA NA
"1298" "100 Danielle DrCheektowaga, NY" "$67,537" -78.742852 42.864676
"1299" "162 Allendale RdWest Seneca, NY" "$220,000" -78.7601876 42.81566
"1300" "1090 Cleveland DrCheektowaga, NY" "$94,900" NA NA
"1301" "75 Theresa DrCheektowaga, NY" "$135,900" -78.737948 42.865251
"1302" "30 Chateau TerAmherst, NY" "$169,900" -78.7812764 42.9636811
"1303" "17 Pulaski StLackawanna, NY" "$89,900" -78.8315095 42.8214224
"1304" "465 Hopkins Rd #3Amherst, NY" "$93,500" -78.7390755 42.9918304
"1305" "465 Hopkins Rd #3Amherst, NY" "$93,500" NA NA
"1306" "480 Capen BlvdAmherst, NY" "$110,000" -78.8209878 42.9694562
"1307" "116 Ridgewood DrAmherst, NY" "$120,000" -78.767622 42.9558128
"1308" "50 Lake AveBlasdell, NY" "$54,900" -78.826215 42.796928
"1309" "81 Huth RdCheektowaga, NY" "$47,279" -78.780998 42.938899
"1310" "135 Seminole PkwyCheektowaga, NY" "$143,409" -78.7568546 42.9204737
