ID,name,price,lon,lat
217,"102 Dougal Ave Southside, Syracuse, NY",60000 ,-76.1406654 ,43.0256538 
218,"300 Apple St Westside, Syracuse, NY",54000 ,-76.1764675 ,43.0514003 
219,"159 Hancock Dr Southside, Syracuse, NY",129500 ,-76.1769079 ,43.0226503 
220,"232 Cleveland Ave Northside, Syracuse, NY",55000 ,-76.1445900 ,43.0707104 
221,"410 Mackay Ave Syracuse, NY",127500 ,-76.2475110 ,43.0516580 
222,"1668 W Colvin St Southside, Syracuse, NY",119900 ,-76.1649270 ,43.0232100 
223,"124 Monticello Dr N Valley, Syracuse, NY",82900 ,-76.1384434 ,43.0011085 
224,"111 Sunnyside Rd Eastside, Syracuse, NY",159900 ,-76.1115533 ,43.0383220 
225,"750 North Ave Lyncourt, Syracuse, NY",86000 ,-76.1144352 ,43.0799969 
226,"509 N Orchard Rd #D Syracuse, NY",179900 ,-76.2048742 ,43.0530153 
227,"111 Sheraton Rd Syracuse, NY",129900 ,-76.2092502 ,43.0295461 
228,"132 Milburn Dr Valley, Syracuse, NY",69900 ,-76.1526370 ,43.0042180 
229,"2430 Midland Ave Southside, Syracuse, NY",28000 ,-76.1484150 ,43.0157789 
230,"404 Snyder Ave Lyncourt, Syracuse, NY",98900 ,-76.1199614 ,43.0794999 
231,"158 Harold St Northside, Syracuse, NY",69900 ,-76.1402441 ,43.0747304 
232,"970 Bellevue Ave Southside, Syracuse, NY",49500 ,-76.1694550 ,43.0333450 
233,"1516 Court St Northside, Syracuse, NY",62500 ,-76.1457393 ,43.0784144 
234,"213 Mc Kenney Ave Syracuse, NY",109900 ,-76.1400960 ,43.0954110 
235,"117 Gordon Ave #19 Southside, Syracuse, NY",165000 ,-73.5990036 ,40.7487374 
236,"218 Boulder Rd Syracuse, NY",182900 ,-76.2067100 ,43.0562479 
237,"121 Delong Ave Northside, Syracuse, NY",49900 ,-76.1497110 ,43.0711013 
238,"120 Marian Dr Syracuse, NY",159500 ,-76.2080292 ,43.0394834 
239,"145 Wood Ave Southside, Syracuse, NY",44900 ,-76.1490154 ,43.0252554 
240,"804 Teall Ave Eastwood, Syracuse, NY",97900 ,-76.1219466 ,43.0586278 
241,"318 Mountainview Ave Eastside, Syracuse, NY",77500 ,-76.0995326 ,43.0505433 
242,"1004 Spring St Northside, Syracuse, NY",39900 ,-76.1534160 ,43.0699140 
243,"867 Emerson Ave Westside, Syracuse, NY",42900 ,-76.1929534 ,43.0579210 
244,"615 Valley Dr Valley, Syracuse, NY",49900 ,-76.1567742 ,43.0105750 
245,"277 Ross Park Northside, Syracuse, NY",129000 ,-76.1470943 ,43.0768792 
246,"526 Plum St #401 Lakefront, Syracuse, NY",299000 ,-76.1580582 ,43.0560269 
247,"210 Semloh Dr Syracuse, NY",149900 ,-76.2440642 ,43.0340320 
248,"924 Glencove Rd Eastwood, Syracuse, NY",129900 ,-76.1023838 ,43.0640738 
249,"228 Brampton Rd Valley, Syracuse, NY",94900 ,-76.1389312 ,42.9922476 
250,"243 Kensington Pl #45 Eastside, Syracuse, NY",210000 ,-76.1192384 ,43.0287914 
251,"145 Cannon St Southside, Syracuse, NY",24500 ,-76.1469941 ,43.0240117 
252,"5302 Aquarius Dr Syracuse, NY",295000 ,-76.1014378 ,43.0286841 
253,"6121 Ridgecrest Dr Syracuse, NY",149900 ,-76.0975600 ,43.1407890 
254,"303 Gordon Ave Southside, Syracuse, NY",111900 ,-76.1740920 ,43.0288640 
255,"108 Curtis St Northside, Syracuse, NY",42000 ,-76.1482256 ,43.0667582 
256,"121 W End Dr Westside, Syracuse, NY",44900 ,-76.1977667 ,43.0584571 
257,"1862 Bellevue Ave Southside, Syracuse, NY",44900 ,-76.1849219 ,43.0326808 
258,"220 Markland Ave Southside, Syracuse, NY",44900 ,-76.1797949 ,43.0311411 
259,"228 Arlington Ave Southside, Syracuse, NY",130000 ,-76.1670833 ,43.0218197 
260,"811 Nottingham Rd Syracuse, NY",152500 ,-76.1042480 ,43.0211280 
261,"361 Warner Ave Southside, Syracuse, NY",44900 ,-76.1489643 ,43.0216862 
262,"905 Ackerman Ave #7 Eastside, Syracuse, NY",395000 ,-76.1241534 ,43.0339948 
263,"323 Ridgewood Dr Eastwood, Syracuse, NY",104900 ,-76.0939444 ,43.0651482 
264,"316 Wolcott Ave Southside, Syracuse, NY",124900 ,-76.1829808 ,43.0291826 
265,"418 Helen St Northside, Syracuse, NY",84900 ,-76.1350807 ,43.0680452 
266,"935 Oak St Northside, Syracuse, NY",64900 ,-76.1364786 ,43.0653352 
267,"106 W Jefferson St #705 Downtown, Syracuse, NY",172500 ,-75.2436173 ,39.8324052 
268,"1419 W Onondaga St #21 Southside, Syracuse, NY",69900 ,-76.1778204 ,43.0338399 
269,"712 Oak St Northside, Syracuse, NY",78900 ,-76.1357832 ,43.0630980 
270,"5822 S Salina St Valley, Syracuse, NY",140000 ,-76.1440959 ,42.9863454 
271,"2312 Grant Blvd Northside, Syracuse, NY",119900 ,-76.1465538 ,43.0736259 
272,"103 Westwood Ave Syracuse, NY",89900 ,-76.1313670 ,43.0991140 
273,"215 Deforest Rd Eastside, Syracuse, NY",174900 ,-76.0898676 ,43.0437303 
274,"147 W Matson Ave Valley, Syracuse, NY",54900 ,-76.1436367 ,43.0130843 
275,"205 Willumae Dr Northside, Syracuse, NY",134900 ,-76.1526141 ,43.0769858 
276,"422 Edgeware Rd Lyncourt, Syracuse, NY",119258 ,-76.1319066 ,43.0881546 
