ID,name,price,lon,lat
317,"157 Glenwood Rd Binghamton, NY",68900 ,-75.9404470 ,42.1189360 
318,"23 Gerard Ave Binghamton, NY",99000 ,-75.9193614 ,42.1029643 
319,"70 Park St Binghamton, NY",120500 ,-75.9451118 ,42.1077874 
320,"10 Gates St Binghamton, NY",62900 ,-75.8852125 ,42.0989512 
321,"41 Hayes St Binghamton, NY",49900 ,-75.8912907 ,42.0983183 
322,"8 Sheldon St Binghamton, NY",99900 ,-75.9179205 ,42.0816250 
324,"747 & 751 Conklin Rd Binghamton, NY",84900 ,-84.4612577 ,39.3462305 
325,"94 Park Ave Binghamton, NY",54900 ,-75.9159143 ,42.0813678 
326,"45 Oak St Binghamton, NY",380000 ,-75.9218621 ,42.0943717 
327,"105 Moore Ave Binghamton, NY",179900 ,-75.9282953 ,42.0814765 
328,"197 Riverside Dr Binghamton, NY",595000 ,-75.9396929 ,42.0932957 
329,"59 Broome St Binghamton, NY",69999 ,-75.8933219 ,42.0972484 
330,"25 Columbia Ave Binghamton, NY",93500 ,-75.9069809 ,42.0863447 
331,"430 Park Ave Binghamton, NY",70000 ,-75.9155909 ,42.0601533 
332,"16 Linda Dr Binghamton, NY",129500 ,-75.9267590 ,42.1316350 
333,"959 Gillen Dr Binghamton, NY",260000 ,-75.9249498 ,42.0750838 
334,"34 Thomas St Binghamton, NY",69900 ,-75.8767890 ,42.1738050 
335,"27 Haendel St Binghamton, NY",108481 ,-75.9341537 ,42.1027344 
337,"2 Tremont Ave #58 Binghamton, NY",490000 ,-75.9101190 ,42.0921563 
338,"15 Highland Ave Binghamton, NY",159000 ,-75.9367399 ,42.1002587 
340,"35 Terrace Dr Binghamton, NY",114900 ,-75.9112875 ,42.1252564 
341,"1310 Chase Ave Binghamton, NY",120000 ,-75.8775970 ,42.1591669 
342,"31 Moeller St Binghamton, NY",55000 ,-75.8863761 ,42.1066372 
343,"165 Leroy St Binghamton, NY",155000 ,-75.9368568 ,42.0949796 
344,"43 Mill St Binghamton, NY",75000 ,-75.9060233 ,42.0890408 
348,"39 Blackstone Ave Binghamton, NY",215900 ,-75.9382486 ,42.0851828 
349,"4 Bennett Ave Binghamton, NY",147500 ,-75.9273533 ,42.0941890 
350,"73 Crary Ave Binghamton, NY",139000 ,-75.9439857 ,42.1024013 
352,"342 Springer Rd Binghamton, NY",250000 ,-75.7828180 ,42.1419480 
353,"20 Loretta Dr Binghamton, NY",119500 ,-75.9128890 ,42.1155810 
